Country,Variety,AvgPrice,AvgPoints,Tastings
Argentina,Trebbiano,9 ,83 ,1 
Argentina,Chardonnay-Semillon,13 ,81 ,1 
Argentina,Moscatel,11 ,81 ,1 
Armenia,Rosé,15 ,88 ,1 
Armenia,Kangoun,14 ,87 ,1 
Australia,Cabernet-Shiraz,150 ,96 ,1 
Australia,Mourvèdre-Syrah,18 ,92 ,1 
Australia,Montepulciano,25 ,91 ,1 
Australia,Muscat Hamburg,22 ,90 ,1 
Australia,Shiraz-Roussanne,29 ,90 ,1 
Australia,Viognier-Marsanne,17 ,89 ,1 
Australia,Cabernet Sauvignon-Sangiovese,30 ,88 ,1 
Australia,Petit Verdot,20 ,88 ,1 
Australia,Port,13 ,88 ,1 
Australia,Sauvignon,30 ,88 ,1 
Australia,Chenin Blanc,16 ,87 ,1 
Australia,Semillon-Chardonnay,8 ,85 ,1 
Austria,Gelber Traminer,35 ,95 ,1 
Austria,Chardonnay Weissburgunder,58 ,94 ,1 
Austria,Blauburgunder,19 ,93 ,1 
Austria,Cabernet Franc,47 ,92 ,1 
Austria,Cabernet Franc-Merlot,60 ,92 ,1 
Austria,Shiraz,45 ,91 ,1 
Austria,Orangetraube,22 ,90 ,1 
Austria,Pinot Blanc-Chardonnay,23 ,90 ,1 
Austria,Gros Manseng,25 ,89 ,1 
Austria,Nielluciu,24 ,89 ,1 
Austria,Syrah,13 ,89 ,1 
Austria,Champagne Blend,23 ,88 ,1 
Austria,Cabernet Merlot,,87 ,1 
Austria,Muskateller,23 ,86 ,1 
Bosnia and Herzegovina,Blatina,12 ,88 ,1 
Bosnia and Herzegovina,Vranec,13 ,85 ,1 
Brazil,Cabernet Franc,,84 ,1 
Brazil,Cabernet Sauvignon-Merlot,20 ,83 ,1 
Bulgaria,Cabernet Sauvignon-Syrah,14 ,90 ,1 
Bulgaria,Gamza,11 ,89 ,1 
Bulgaria,Malbec,40 ,89 ,1 
Bulgaria,Merlot-Syrah,18 ,89 ,1 
Bulgaria,Tamianka,20 ,89 ,1 
Bulgaria,Pinot Grigio,9 ,88 ,1 
Bulgaria,Muscat,10 ,87 ,1 
Canada,Malbec,32 ,92 ,1 
Canada,Moscato,20 ,92 ,1 
Canada,Muscat,18 ,91 ,1 
Canada,Carmenère,50 ,90 ,1 
Canada,Chasselas,20 ,90 ,1 
Canada,Chenin Blanc,19 ,90 ,1 
Canada,Apple,33 ,89 ,1 
Canada,Cabernet Merlot,50 ,89 ,1 
Canada,Cabernet,40 ,88 ,1 
Canada,Cabernet Sauvignon-Syrah,40 ,88 ,1 
Canada,Gamay Noir,24 ,88 ,1 
Canada,Gewürztraminer-Riesling,12 ,83 ,1 
Chile,Mourvèdre,30 ,92 ,1 
Chile,Syrah-Carignan,35 ,92 ,1 
Chile,Torontel,40 ,92 ,1 
Chile,Malbec-Carménère,43 ,91 ,1 
Chile,Syrah-Cabernet Franc,60 ,91 ,1 
Chile,Rhône-style Red Blend,23 ,90 ,1 
Chile,Syrah-Merlot,20 ,89 ,1 
Chile,(blank),17 ,88 ,1 
Chile,Gewürztraminer-Riesling,11 ,88 ,1 
Chile,Moscatel,13 ,88 ,1 
Chile,Muscatel,15 ,88 ,1 
Chile,Rhône-style White Blend,15 ,87 ,1 
Chile,Malbec-Cabernet Sauvignon,15 ,86 ,1 
Chile,Merlot-Cabernet,15 ,86 ,1 
Chile,Muscat d'Alexandrie,15 ,84 ,1 
Chile,País,18 ,83 ,1 
Chile,Pinot Noir-Syrah,12 ,83 ,1 
Chile,Shiraz-Cabernet Sauvignon,9 ,83 ,1 
China,Cabernet Blend,18 ,89 ,1 
Croatia,Zweigelt,25 ,90 ,1 
Croatia,Debit,35 ,89 ,1 
Croatia,Graševina,20 ,89 ,1 
Croatia,Bordeaux-style Red Blend,13 ,88 ,1 
Croatia,Grenache,19 ,88 ,1 
Croatia,Muscat,15 ,88 ,1 
Croatia,Traminer,13 ,87 ,1 
Croatia,Blaufränkisch,13 ,84 ,1 
Croatia,Pinot Noir,13 ,84 ,1 
Croatia,Pinot Gris,,83 ,1 
Croatia,Sauvignon Blanc,,82 ,1 
CyprUnited States,Xinisteri,20 ,89 ,1 
Czech Republic,Ryzlink Rýnský,40 ,89 ,1 
Czech Republic,Frankovka,24 ,88 ,1 
Czech Republic,Riesling,15 ,88 ,1 
Czech Republic,St. Laurent,15 ,88 ,1 
Czech Republic,Rivaner,15 ,87 ,1 
Czech Republic,Welschriesling,25 ,85 ,1 
Egypt,Grenache,,84 ,1 
France,Grenache-Mourvèdre,60 ,92 ,1 
France,Petit Verdot,40 ,92 ,1 
France,Prunelard,23 ,91 ,1 
France,Roussanne-Marsanne,40 ,91 ,1 
France,Carignan-Grenache,17 ,90 ,1 
France,Edelzwicker,19 ,90 ,1 
France,Ondenc,15 ,90 ,1 
France,Biancu Gentile,,89 ,1 
France,Merlot-Grenache,10 ,89 ,1 
France,Petit Meslier,,89 ,1 
France,Tokay Pinot Gris,30 ,89 ,1 
France,Carcajolu,21 ,88 ,1 
France,Clairette,12 ,88 ,1 
France,Malbec Blend,,88 ,1 
France,Merlot-Cabernet,12 ,88 ,1 
France,Merlot-Cabernet Franc,23 ,88 ,1 
France,Muscadel,30 ,88 ,1 
France,Muscat d'Alexandrie,16 ,88 ,1 
France,Petit Courbu,19 ,88 ,1 
France,Grenache Gris,22 ,87 ,1 
France,Marselan,12 ,87 ,1 
France,Grenache Noir,9 ,86 ,1 
France,Gros Plant,16 ,86 ,1 
France,Sauvignon Blanc-Sauvignon Gris,,86 ,1 
France,Sauvignon Blanc-Semillon,12 ,86 ,1 
France,Sauvignon-Sémillon,12 ,86 ,1 
France,Semillon-Sauvignon Blanc,15 ,86 ,1 
France,Syrah-Cabernet,24 ,86 ,1 
France,Cabernet,13 ,85 ,1 
France,Cabernet Merlot,12 ,85 ,1 
France,Chardonnay-Pinot Gris,17 ,85 ,1 
France,Ekigaïna,,85 ,1 
France,Folle Blanche,16 ,85 ,1 
France,Malbec-Cabernet Franc,30 ,85 ,1 
France,Cabernet Blend,13 ,84 ,1 
France,Petite Verdot,25 ,84 ,1 
Georgia,Rosé,12 ,86 ,1 
Germany,Chardonnay Weissburgunder,25 ,90 ,1 
Germany,Früburgunder,40 ,90 ,1 
Germany,Schwartzriesling,25 ,90 ,1 
Germany,Traminer,48 ,88 ,1 
Germany,Gewürztraminer-Riesling,25 ,86 ,1 
Germany,Silvaner-Traminer,25 ,86 ,1 
Greece,Kotsifali,13 ,92 ,1 
Greece,Sauvignon Blanc-Assyrtiko,20 ,92 ,1 
Greece,Mavrotragano,50 ,90 ,1 
Greece,Cabernet Sauvignon-Syrah,19 ,88 ,1 
Greece,Roditis-Moschofilero,11 ,88 ,1 
Greece,Tannat,21 ,88 ,1 
Greece,Thrapsathiri,25 ,88 ,1 
Greece,Cabernet Sauvignon Grenache,23 ,87 ,1 
Greece,Mavroudi,12 ,87 ,1 
Greece,Malagouzia-Chardonnay,8 ,86 ,1 
Greece,Mavrokalavryta,15 ,86 ,1 
Greece,Dafni,20 ,85 ,1 
Greece,Malvasia,45 ,85 ,1 
Greece,Moschofilero-Chardonnay,13 ,85 ,1 
Greece,Sideritis,23 ,85 ,1 
Greece,Athiri,18 ,83 ,1 
Greece,Aidani,27 ,82 ,1 
Hungary,Muscat Blanc,18 ,90 ,1 
Hungary,Pinot Noir,25 ,90 ,1 
Hungary,Cabernet Blend,78 ,89 ,1 
Hungary,Chardonnay,25 ,89 ,1 
Hungary,Merlot,76 ,89 ,1 
Hungary,Blauburger,17 ,87 ,1 
Hungary,Grüner Veltliner,11 ,87 ,1 
Hungary,Irsai Oliver,13 ,87 ,1 
Hungary,Pinot Gris,13 ,87 ,1 
Hungary,Blauer Portugieser,15 ,86 ,1 
Hungary,Blaufränkisch,12 ,85 ,1 
Israel,Cabernet Sauvignon-Cabernet Franc,45 ,92 ,1 
Israel,Cabernet Franc-Cabernet Sauvignon,38 ,90 ,1 
Israel,Pinot Gris,15 ,90 ,1 
Israel,Riesling,15 ,90 ,1 
Israel,Sangiovese,15 ,90 ,1 
Israel,Syrah-Viognier,50 ,90 ,1 
Israel,Chardonnay-Sauvignon,11 ,89 ,1 
Israel,White Riesling,26 ,89 ,1 
Israel,Pinotage,25 ,88 ,1 
Israel,Roussanne-Marsanne,50 ,88 ,1 
Israel,Syrah-Merlot,38 ,88 ,1 
Israel,Fumé Blanc,15 ,86 ,1 
Israel,Sauvignon Blanc-Semillon,30 ,86 ,1 
Israel,Merlot-Argaman,12 ,85 ,1 
Israel,Merlot-Cabernet Sauvignon,,85 ,1 
Italy,Caprettone,19 ,92 ,1 
Italy,Centesimino,36 ,92 ,1 
Italy,Moscato di Noto,40 ,92 ,1 
Italy,Pignolo,70 ,92 ,1 
Italy,Vespaiolo,40 ,92 ,1 
Italy,Francisa,160 ,91 ,1 
Italy,Carmenère,40 ,90 ,1 
Italy,Favorita,40 ,90 ,1 
Italy,Grenache,230 ,90 ,1 
Italy,Catalanesca,19 ,89 ,1 
Italy,Malvar,35 ,88 ,1 
Italy,Roscetto,,88 ,1 
Italy,Vermentino Nero,45 ,88 ,1 
Italy,Bombino Nero,11 ,87 ,1 
Italy,Molinara,25 ,87 ,1 
Italy,Silvaner,,87 ,1 
Italy,Tintilia ,25 ,87 ,1 
Italy,Albanello,20 ,86 ,1 
Italy,Cabernet Sauvignon-Shiraz,10 ,86 ,1 
Italy,Cococciola,20 ,86 ,1 
Italy,Colorino,40 ,86 ,1 
Italy,Franconia,16 ,86 ,1 
Italy,Merlot-Cabernet,19 ,86 ,1 
Italy,Muscat,10 ,86 ,1 
Italy,Sémillon,15 ,86 ,1 
Italy,Tannat,28 ,86 ,1 
Italy,Teroldego Rotaliano,15 ,86 ,1 
Italy,Biancale,18 ,85 ,1 
Italy,Biancolella,26 ,85 ,1 
Lebanon,Rhône-style Red Blend,27 ,91 ,1 
Lebanon,Chardonnay,30 ,88 ,1 
Luxembourg,Auxerrois,22 ,90 ,1 
Luxembourg,White Blend,16 ,89 ,1 
Macedonia,Žilavka,15 ,88 ,1 
Macedonia,Rkatsiteli,15 ,88 ,1 
Macedonia,Sauvignon,15 ,88 ,1 
Macedonia,Chardonnay,15 ,87 ,1 
Macedonia,Red Blend,16 ,86 ,1 
Macedonia,White Blend,15 ,85 ,1 
Mexico,Syrah-Mourvèdre,45 ,91 ,1 
Mexico,Bordeaux-style Red Blend,40 ,88 ,1 
Mexico,Cabernet Blend,20 ,87 ,1 
Mexico,Cabernet Franc,39 ,86 ,1 
Mexico,Cabernet Sauvignon-Merlot,23 ,86 ,1 
Mexico,Rosado,17 ,86 ,1 
Mexico,Sauvignon Blanc-Chenin Blanc,22 ,86 ,1 
Mexico,Grenache,28 ,85 ,1 
Mexico,Syrah,35 ,83 ,1 
Mexico,Merlot,30 ,82 ,1 
Mexico,Shiraz,23 ,82 ,1 
Mexico,Cinsault,15 ,80 ,1 
Moldova,Riesling,23 ,90 ,1 
Moldova,Rosé,16 ,90 ,1 
Moldova,Feteasca,13 ,88 ,1 
Moldova,Feteasca Neagra,12 ,88 ,1 
Moldova,Merlot-Cabernet Sauvignon,16 ,87 ,1 
Moldova,Moscato,10 ,85 ,1 
Moldova,Sparkling Blend,13 ,85 ,1 
Moldova,Champagne Blend,12 ,83 ,1 
Moldova,Saperavi,13 ,82 ,1 
Morocco,Cabernet Blend,18 ,89 ,1 
Morocco,Cabernet Sauvignon Grenache,14 ,89 ,1 
New Zealand,Champagne Blend,35 ,91 ,1 
New Zealand,White Blend,16 ,90 ,1 
New Zealand,Merlot-Cabernet Franc,39 ,89 ,1 
New Zealand,Red Blend,30 ,89 ,1 
New Zealand,Malbec,18 ,88 ,1 
New Zealand,Semillon-Sauvignon Blanc,14 ,82 ,1 
Peru,Malbec-Merlot,17 ,85 ,1 
Peru,Tannat,14 ,85 ,1 
Peru,Cabernet Sauvignon-Syrah,17 ,84 ,1 
Peru,Petit Verdot,20 ,84 ,1 
Peru,Sauvignon Blanc,14 ,84 ,1 
Peru,Chardonnay,14 ,82 ,1 
Peru,Syrah,14 ,81 ,1 
Peru,Sparkling Blend,15 ,80 ,1 
Portugal,Terrantez,236 ,95 ,1 
Portugal,Sercial,50 ,94 ,1 
Portugal,Ramisco,495 ,93 ,1 
Portugal,Tinta Negra Mole,112 ,92 ,1 
Portugal,Cabernet Sauvignon-Syrah,22 ,90 ,1 
Portugal,Vital,,90 ,1 
Portugal,Alvarelhão,24 ,88 ,1 
Portugal,Cercial,50 ,88 ,1 
Portugal,Jampal,25 ,88 ,1 
Portugal,Malvasia,30 ,88 ,1 
Portugal,Merlot-Syrah,24 ,88 ,1 
Portugal,Viognier-Chardonnay,,88 ,1 
Portugal,Bastardo,32 ,86 ,1 
Portugal,Cabernet Blend,13 ,86 ,1 
Portugal,Chardonnay-Viognier,20 ,86 ,1 
Portugal,Loureiro-Arinto,10 ,86 ,1 
Portugal,Maria Gomes-Bical,25 ,86 ,1 
Portugal,Rosado,13 ,86 ,1 
Portugal,Trajadura,7 ,86 ,1 
Portugal,White Port,,86 ,1 
Portugal,Espadeiro,,84 ,1 
Portugal,Gewürztraminer-Riesling,28 ,82 ,1 
Romania,Sauvignon,18 ,89 ,1 
Romania,Muskat Ottonel,11 ,88 ,1 
Romania,Feteasca,22 ,87 ,1 
Romania,Gewürztraminer,8 ,86 ,1 
Romania,Rosé,9 ,82 ,1 
Serbia,Blauer Portugieser,16 ,87 ,1 
Serbia,Morava,26 ,87 ,1 
Slovakia,Riesling,16 ,87 ,1 
Slovenia,Merlot-Cabernet Franc,60 ,90 ,1 
Slovenia,Sauvignonasse,25 ,90 ,1 
Slovenia,Vitovska,23 ,90 ,1 
Slovenia,Cabernet Franc,35 ,89 ,1 
Slovenia,Cabernet Sauvignon-Merlot,44 ,89 ,1 
Slovenia,Merlot,37 ,89 ,1 
Slovenia,Zelen,,88 ,1 
Slovenia,Refosco,18 ,86 ,1 
Slovenia,Traminer,20 ,85 ,1 
Slovenia,Furmint,20 ,83 ,1 
South Africa,Roussanne,,93 ,1 
South Africa,Roussanne-Marsanne,,91 ,1 
South Africa,Syrah-Cabernet Sauvignon,75 ,91 ,1 
South Africa,Tinta Barroca,53 ,91 ,1 
South Africa,Chenin Blanc-Viognier,35 ,90 ,1 
South Africa,Clairette,,90 ,1 
South Africa,Gewürztraminer,18 ,89 ,1 
South Africa,Fumé Blanc,13 ,88 ,1 
South Africa,Shiraz-Mourvèdre,16 ,88 ,1 
South Africa,Syrah-Mourvèdre,13 ,88 ,1 
South Africa,Cabernet,12 ,87 ,1 
South Africa,Cabernet Sauvignon-Cabernet Franc,26 ,87 ,1 
South Africa,Cabernet Sauvignon-Merlot-Shiraz,10 ,87 ,1 
South Africa,Chardonnay-Viognier,10 ,87 ,1 
South Africa,Mourvèdre,13 ,87 ,1 
South Africa,Viognier-Grenache Blanc,35 ,87 ,1 
South Africa,Merlot-Shiraz,18 ,86 ,1 
South Africa,Merlot-Cabernet Franc,,84 ,1 
South Africa,Pinotage-Merlot,10 ,84 ,1 
South Africa,Syrah-Cabernet,10 ,82 ,1 
Spain,Garnacha-Cariñena,57 ,93 ,1 
Spain,Babosa Negro,45 ,92 ,1 
Spain,Meseguera,35 ,91 ,1 
Spain,Muscat of Alexandria,26 ,91 ,1 
Spain,Cabernet Sauvignon-Shiraz,40 ,90 ,1 
Spain,Mataro,40 ,90 ,1 
Spain,Touriga Nacional Blend,144 ,90 ,1 
Spain,Cabernet Sauvignon-Cabernet Franc,30 ,89 ,1 
Spain,Syrah-Merlot,20 ,89 ,1 
Spain,Vidadillo,24 ,89 ,1 
Spain,Chardonnay-Sauvignon Blanc,12 ,87 ,1 
Spain,Syrah-Tempranillo,15 ,87 ,1 
Spain,Cabernet Franc,28 ,86 ,1 
Spain,Jaen,20 ,86 ,1 
Spain,Parraleta,14 ,86 ,1 
Spain,Verdil,18 ,86 ,1 
Spain,Garnacha-Cabernet,13 ,85 ,1 
Spain,Macabeo-Moscatel,8 ,85 ,1 
Spain,Merseguera-Sauvignon Blanc,9 ,85 ,1 
Spain,Tinto Velasco,9 ,85 ,1 
Spain,Bobal-Cabernet Sauvignon,9 ,84 ,1 
Spain,Doña Blanca,53 ,84 ,1 
Spain,Verdosilla,17 ,84 ,1 
Spain,Alicante Bouschet,10 ,83 ,1 
Spain,Forcallà,27 ,83 ,1 
Spain,Paralleda,11 ,83 ,1 
Spain,Premsal,15 ,83 ,1 
Spain,Picapoll,21 ,82 ,1 
Spain,Riesling,20 ,82 ,1 
Spain,Tempranillo-Syrah,12 ,82 ,1 
Spain,Malvar,12 ,81 ,1 
Turkey,Syrah-Merlot,30 ,90 ,1 
Turkey,Chardonnay,17 ,89 ,1 
Turkey,Karasakiz,15 ,89 ,1 
Turkey,Sauvignon Blanc,18 ,89 ,1 
Turkey,Cabernet Sauvignon-Merlot,16 ,87 ,1 
Turkey,Karalahna,15 ,87 ,1 
Turkey,Kuntra,15 ,86 ,1 
Turkey,Merlot,120 ,86 ,1 
Turkey,Misket,19 ,85 ,1 
Turkey,Kinali Yapincak,15 ,84 ,1 
Ukraine,Riesling,9 ,88 ,1 
Ukraine,Muscat Hamburg,9 ,86 ,1 
Ukraine,Bastardo,9 ,85 ,1 
Ukraine,Chardonnay,9 ,85 ,1 
Ukraine,Cabernet Sauvignon,6 ,84 ,1 
Ukraine,Rosé,6 ,84 ,1 
United States,Moscato Giallo,16 ,94 ,1 
United States,Riesling-Chardonnay,40 ,94 ,1 
United States,Syrah-Petit Verdot,49 ,94 ,1 
United States,Tannat-Syrah,40 ,93 ,1 
United States,Touriga Nacional Blend,16 ,93 ,1 
United States,Malbec-Cabernet Sauvignon,55 ,92 ,1 
United States,White Port,40 ,92 ,1 
United States,Muskat,28 ,91 ,1 
United States,Roussanne-Grenache Blanc,16 ,91 ,1 
United States,Tempranillo-Syrah,23 ,91 ,1 
United States,Kerner,25 ,90 ,1 
United States,Negroamaro,50 ,90 ,1 
United States,Pinot Gris-Gewürztraminer,20 ,90 ,1 
United States,Syrah-Grenache-Viognier,45 ,90 ,1 
United States,Tinta Amarela,30 ,90 ,1 
United States,Apple,25 ,89 ,1 
United States,Cabernet,19 ,89 ,1 
United States,Clairette,30 ,89 ,1 
United States,Garnacha Blanca,28 ,89 ,1 
United States,Pinot Auxerrois,22 ,89 ,1 
United States,Refosco,28 ,89 ,1 
United States,Tinta Madeira,45 ,89 ,1 
United States,Chardonnay-Pinot Blanc,26 ,88 ,1 
United States,Madeira Blend,42 ,88 ,1 
United States,Melon,15 ,88 ,1 
United States,Piquepoul Blanc,13 ,88 ,1 
United States,Syrah-Merlot,59 ,88 ,1 
United States,Barbera-Nebbiolo,30 ,87 ,1 
United States,Cabernet Sauvignon-Carmenère,85 ,87 ,1 
United States,Cabernet Sauvignon-Tempranillo,18 ,87 ,1 
United States,Chardonnay-Riesling,24 ,87 ,1 
United States,Greco,20 ,87 ,1 
United States,Merlot-Malbec,85 ,87 ,1 
United States,Mondeuse,30 ,87 ,1 
United States,Muscat Blanc à Petits Grains,20 ,87 ,1 
United States,Muscat d'Alexandrie,25 ,87 ,1 
United States,Pinot Blanc-Viognier,19 ,87 ,1 
United States,Pinot Grigio-Sauvignon Blanc,35 ,87 ,1 
United States,Rosado,28 ,87 ,1 
United States,Sangiovese Grosso,45 ,87 ,1 
United States,Sauvignon Blanc-Chenin Blanc,16 ,87 ,1 
United States,Sauvignon Musqué,18 ,87 ,1 
United States,Valvin Muscat,13 ,87 ,1 
United States,Cabernet Franc-Cabernet Sauvignon,22 ,86 ,1 
United States,Cabernet-Shiraz,17 ,86 ,1 
United States,Diamond,10 ,86 ,1 
United States,Palomino,32 ,86 ,1 
United States,Pinot Blanc-Chardonnay,21 ,86 ,1 
United States,Pinot Nero,59 ,86 ,1 
United States,Silvaner,14 ,86 ,1 
United States,Abouriou,75 ,85 ,1 
United States,Alvarelhão,18 ,85 ,1 
United States,Malvasia,28 ,85 ,1 
United States,Pinot Blanc-Pinot Noir,16 ,85 ,1 
United States,St. Vincent,24 ,85 ,1 
United States,Alvarinho,19 ,84 ,1 
United States,Cabernet Sauvignon-Barbera,45 ,84 ,1 
United States,Siegerrebe,15 ,84 ,1 
United States,Viognier-Valdiguié,17 ,84 ,1 
United States,Cabernet Sauvignon-Shiraz,9 ,83 ,1 
United States,Chardonel,11 ,83 ,1 
United States,Merlot-Petite Verdot,20 ,83 ,1 
United States,Prosecco,28 ,82 ,1 
Uruguay,Tempranillo-Tannat,20 ,88 ,1 
Uruguay,White Blend,15 ,87 ,1 
Uruguay,Merlot,16 ,84 ,1 
Uruguay,Sauvignon Blanc,16 ,84 ,1 
Uruguay,Tannat-Syrah,16 ,84 ,1 
All,Pinot Noir,29 ,88 ,13266 
All,Chardonnay,24 ,87 ,11750 
All,Cabernet Sauvignon,26 ,87 ,9470 
All,Red Blend,30 ,88 ,8935 
All,Bordeaux-style Red Blend,42 ,89 ,6914 
All,Riesling,25 ,88 ,5188 
All,Sauvignon Blanc,18 ,87 ,4963 
All,Syrah,36 ,89 ,4142 
All,Rosé,16 ,86 ,3563 
All,Merlot,32 ,87 ,3100 
All,Nebbiolo,48 ,88 ,2803 
All,Zinfandel,29 ,88 ,2714 
All,Sangiovese,25 ,87 ,2707 
All,Malbec,30 ,88 ,2652 
All,Portuguese Red,25 ,89 ,2466 
All,White Blend,21 ,87 ,2353 
All,Sparkling Blend,24 ,87 ,2153 
All,Tempranillo,24 ,86 ,1809 
All,Rhône-style Red Blend,30 ,90 ,1470 
All,Pinot Gris,19 ,88 ,1452 
All,Champagne Blend,27 ,87 ,1396 
All,Cabernet Franc,37 ,88 ,1352 
All,Grüner Veltliner,21 ,88 ,1345 
All,Portuguese White,15 ,87 ,1159 
All,Bordeaux-style White Blend,34 ,88 ,1066 
All,Pinot Grigio,13 ,86 ,1051 
All,Gamay,27 ,88 ,1025 
All,Gewürztraminer,21 ,87 ,1011 
All,Viognier,25 ,87 ,996 
All,Shiraz,23 ,88 ,835 
All,Petite Sirah,26 ,87 ,770 
All,Sangiovese Grosso,55 ,89 ,751 
All,Barbera,23 ,87 ,721 
All,Glera,20 ,87 ,709 
All,Port,40 ,89 ,668 
All,Grenache,57 ,88 ,651 
All,"Corvina, Rondinella, Molinara",48 ,88 ,619 
All,Chenin Blanc,20 ,88 ,591 
All,Tempranillo Blend,31 ,88 ,588 
All,Carmenère,36 ,89 ,575 
All,Albariño,22 ,87 ,477 
All,Pinot Blanc,22 ,88 ,442 
All,Rhône-style White Blend,25 ,88 ,425 
All,Nero d'Avola,26 ,88 ,365 
All,Aglianico,35 ,89 ,359 
All,Moscato,12 ,86 ,358 
All,Garnacha,26 ,87 ,326 
All,Sauvignon,21 ,88 ,316 
All,Verdejo,17 ,86 ,294 
All,Melon,16 ,88 ,280 
All,Garganega,21 ,88 ,270 
All,Petit Verdot,38 ,89 ,269 
All,Meritage,39 ,90 ,260 
All,Torrontés,20 ,88 ,250 
All,Prosecco,24 ,84 ,236 
All,Blaufränkisch,21 ,87 ,232 
All,Vermentino,21 ,88 ,232 
All,Mourvèdre,34 ,90 ,229 
All,Primitivo,25 ,87 ,222 
All,Montepulciano,27 ,88 ,215 
All,Zweigelt,25 ,89 ,209 
All,Touriga Nacional,29 ,88 ,200 
All,G-S-M,33 ,89 ,181 
All,Pinot Nero,47 ,88 ,181 
All,Dolcetto,23 ,87 ,180 
All,Mencía,28 ,89 ,178 
All,Tannat,25 ,87 ,176 
All,Roussanne,35 ,90 ,168 
All,Tinta de Toro,45 ,90 ,166 
All,Verdicchio,22 ,88 ,164 
All,Turbiana,24 ,89 ,157 
All,Pinot Bianco,25 ,88 ,154 
All,Fiano,25 ,88 ,151 
All,Monastrell,24 ,89 ,147 
All,Vernaccia,19 ,87 ,138 
All,Grillo,18 ,87 ,137 
All,Alvarinho,19 ,87 ,137 
All,Pinotage,26 ,87 ,137 
All,Sémillon,23 ,88 ,135 
All,Muscat,25 ,88 ,132 
All,Grenache Blanc,29 ,89 ,131 
All,Friulano,24 ,88 ,122 
All,Greco,23 ,88 ,121 
All,Cabernet Sauvignon-Merlot,26 ,88 ,117 
All,Nerello Mascalese,41 ,90 ,117 
All,Viura,15 ,85 ,107 
All,Bonarda,17 ,87 ,105 
All,Sagrantino,50 ,89 ,104 
All,Rosato,19 ,88 ,103 
All,Cabernet Sauvignon-Syrah,23 ,88 ,102 
All,Sherry,29 ,90 ,100 
All,Tinto Fino,64 ,90 ,100 
All,Malbec-Merlot,21 ,87 ,96 
All,St. Laurent,28 ,88 ,92 
All,Falanghina,25 ,88 ,89 
All,Ribolla Gialla,25 ,87 ,87 
All,Arneis,21 ,88 ,86 
All,Godello,23 ,87 ,81 
All,Lagrein,34 ,89 ,80 
All,Negroamaro,34 ,89 ,80 
All,Cabernet Blend,41 ,88 ,80 
All,Austrian white blend,33 ,90 ,79 
All,Arinto,16 ,87 ,77 
All,Rosado,17 ,86 ,77 
All,Carignan,59 ,90 ,77 
All,Cortese,20 ,86 ,73 
All,Spätburgunder,61 ,90 ,72 
All,Fumé Blanc,17 ,87 ,70 
All,Sauvignon Blanc-Semillon,23 ,88 ,68 
All,Portuguese Sparkling,18 ,86 ,65 
All,Verdelho,19 ,88 ,65 
All,Marsanne,33 ,89 ,65 
All,Provence red blend,30 ,90 ,64 
All,Agiorgitiko,24 ,87 ,63 
All,Austrian Red Blend,35 ,90 ,62 
All,Syrah-Grenache,26 ,88 ,58 
All,Malbec-Cabernet Sauvignon,37 ,89 ,58 
All,Moscatel,26 ,87 ,57 
All,Petit Manseng,33 ,89 ,57 
All,Vidal Blanc,43 ,88 ,55 
All,Pecorino,20 ,87 ,54 
All,Semillon-Sauvignon Blanc,22 ,87 ,53 
All,Sylvaner,23 ,89 ,53 
All,Tempranillo-Cabernet Sauvignon,64 ,89 ,53 
All,Furmint,28 ,88 ,52 
All,Trebbiano,18 ,85 ,51 
All,Gros and Petit Manseng,21 ,90 ,51 
All,Alsace white blend,30 ,90 ,51 
All,Lambrusco,16 ,85 ,50 
All,Alicante Bouschet,23 ,87 ,50 
All,Grenache-Syrah,34 ,89 ,50 
All,Weissburgunder,26 ,90 ,47 
All,Müller-Thurgau,18 ,87 ,46 
All,Pinot Meunier,51 ,89 ,45 
All,Malvasia,28 ,86 ,44 
All,Assyrtico,24 ,88 ,43 
All,Graciano,42 ,89 ,43 
All,Prugnolo Gentile,48 ,89 ,43 
All,Cabernet Sauvignon-Carmenère,54 ,87 ,43 
All,Pedro Ximénez,23 ,88 ,42 
All,Cinsault,28 ,87 ,41 
All,Traminer,21 ,87 ,39 
All,Shiraz-Cabernet Sauvignon,22 ,87 ,39 
All,Frappato,23 ,88 ,39 
All,Encruzado,24 ,90 ,39 
All,Silvaner,30 ,87 ,39 
All,Garnacha Blanca,23 ,88 ,38 
All,Shiraz-Viognier,53 ,90 ,38 
All,Saperavi,21 ,86 ,37 
All,Carricante,40 ,90 ,37 
All,Syrah-Cabernet Sauvignon,46 ,90 ,37 
All,Moschofilero,15 ,88 ,36 
All,Muscat Canelli,21 ,88 ,36 
All,Fernão Pires,21 ,87 ,36 
All,Provence white blend,24 ,88 ,36 
All,Lemberger,27 ,88 ,36 
All,Chardonnay-Viognier,16 ,86 ,35 
All,Merlot-Cabernet Sauvignon,25 ,87 ,35 
All,Gelber Muskateller,26 ,89 ,35 
All,Castelão,17 ,87 ,34 
